i,v1,v2lin,v3
3209,7,9,4
3210,24,5,2
3211,22,20,1
3212,23,8,2
3213,7,33,2
3214,14,15,3
3215,12,15,3
3216,19,2,3
3217,26,22,0
3218,1,11,5
3219,19,23,1
3220,0,35,3
3221,17,7,3
3222,9,19,3
3223,20,0,3
3224,10,31,2
3225,20,30,0
3226,12,30,2
3227,3,26,3
3228,18,3,3
3229,28,0,2
3230,5,22,3
3231,3,17,4
3232,15,27,2
3233,20,23,2
3234,14,22,3
3235,9,15,3
3236,22,11,2
3237,3,38,2
3238,12,8,4
3239,29,25,0
3240,9,20,3
3241,26,4,2
3242,4,25,4
3243,7,28,2
3244,6,3,5
3245,6,1,5
3246,17,32,0
3247,20,10,2
3248,6,29,3
3249,1,12,5
3250,14,21,2
3251,10,31,1
3252,6,34,2
3253,26,12,2
3254,18,26,1
3255,5,22,4
3256,1,21,4
3257,23,20,1
3258,20,1,3
3259,12,22,3
3260,23,12,2
3261,0,14,5
3262,20,11,3
3263,5,13,4
3264,11,25,3
3265,22,29,0
3266,8,17,3
3267,14,34,0
3268,22,8,2
3269,3,31,3
3270,13,29,2
3271,13,14,3
3272,1,34,3
3273,26,6,2
3274,29,13,1
3275,3,26,4
3276,0,2,6
3277,13,0,4
3278,4,24,3
3279,4,23,4
3280,18,29,1
3281,28,16,1
3282,1,39,2
3283,10,35,0
3284,5,30,3
3285,12,2,4
3286,15,14,3
3287,3,7,5
3288,9,32,2
3289,25,5,2
3290,4,16,4
3291,20,17,1
3292,12,25,3
3293,21,10,2
3294,23,24,1
3295,1,22,4
3296,26,7,2
3297,13,37,0
3298,14,29,1
3299,19,31,1
3300,19,31,0
3301,19,16,2
3302,1,13,5
3303,11,26,3
3304,9,32,1
3305,11,4,4
3306,28,28,0
3307,7,21,4
3308,17,8,3
3309,4,31,3
3310,2,20,4
3311,21,24,1
3312,23,3,3
3313,29,11,1
3314,28,1,2
3315,9,16,3
3316,14,13,3
3317,6,11,4
3318,4,5,5
3319,17,27,1
3320,16,24,2
3321,16,10,3
3322,12,16,3
3323,9,27,2
3324,15,20,2
3325,6,12,4
3326,4,23,3
3327,5,37,2
3328,2,43,0
3329,16,33,0
3330,25,8,2
3331,13,1,4
3332,21,13,2
3333,1,0,6
3334,13,30,2
3335,26,5,2
3336,6,2,5
3337,0,3,6
3338,3,18,4
3339,3,28,3
3340,24,28,0
3341,26,17,1
3342,18,7,3
3343,5,35,2
3344,0,23,5
3345,12,35,0
3346,23,5,3
3347,1,42,0
3348,22,12,2
3349,23,18,2
3350,3,8,5
3351,8,33,1
3352,21,27,1
3353,12,9,4
3354,20,25,1
3355,28,26,1
3356,11,31,2
3357,15,6,4
3358,30,16,0
3359,16,28,1
3360,8,33,2
3361,0,40,2
3362,4,6,5
3363,10,15,4
3364,4,42,0
3365,20,23,1
3366,7,0,5
3367,1,1,6
3368,12,3,4
3369,19,3,3
3370,5,25,4
3371,4,26,4
3372,21,30,0
3373,13,15,3
3374,20,4,3
3375,1,29,4
3376,0,15,5
3377,22,21,1
3378,6,27,3
3379,24,20,2
3380,21,25,2
3381,22,9,2
3382,17,9,3
3383,21,0,3
3384,15,29,1
3385,13,20,3
3386,20,12,3
3387,2,10,5
3388,12,31,2
3389,15,32,1
3390,20,13,2
3391,20,2,3
3392,3,34,3
3393,18,32,0
3394,0,25,5
3395,26,15,2
3396,8,28,3
3397,27,3,2
3398,7,10,4
3399,5,5,5
3400,13,8,4
3401,4,17,4
3402,24,10,2
3403,15,21,2
3404,13,2,4
3405,7,1,5
3406,1,35,3
3407,0,4,6
3408,6,22,4
3409,22,26,1
3410,24,20,1
3411,11,5,4
3412,19,26,1
3413,21,26,1
3414,27,6,2
3415,23,29,0
3416,13,10,4
3417,13,24,2
3418,11,31,1
3419,4,38,2
3420,16,32,1
3421,11,23,3
3422,5,34,3
3423,2,11,5
3424,0,44,0
3425,7,29,3
3426,25,5,3
3427,1,28,4
3428,14,14,3
3429,0,31,4
3430,30,20,0
3431,16,11,3
3432,23,23,1
3433,8,39,0
3434,7,34,2
3435,15,34,0
3436,28,17,1
3437,19,6,3
3438,12,24,3
3439,3,23,4
3440,14,29,2
3441,12,6,4
3442,21,1,3
3443,21,3,3
3444,1,14,5
3445,25,9,2
3446,5,14,4
3447,16,14,3
3448,10,22,3
3449,14,2,4
3450,23,29,1
3451,4,7,5
3452,14,0,4
3453,10,14,3
3454,13,25,2
3455,1,23,4
3456,0,36,3
3457,20,31,0
3458,28,2,2
3459,14,23,3
3460,20,16,2
3461,18,27,1
3462,22,1,3
3463,25,17,2
3464,10,32,2
3465,10,32,1
3466,3,19,4
3467,6,30,3
3468,0,16,5
3469,3,22,4
3470,14,19,3
3471,3,39,2
3472,12,4,4
3473,1,2,6
3474,12,28,2
3475,21,16,2
3476,15,13,3
3477,2,39,2
3478,15,18,3
3479,0,5,6
3480,17,24,2
3481,20,12,2
3482,17,10,3
3483,22,13,2
3484,8,9,4
3485,15,29,2
3486,12,26,3
3487,0,17,5
3488,7,11,4
3489,13,11,4
3490,0,24,5
3491,17,33,0
3492,5,31,3
3493,19,7,3
3494,11,18,3
3495,11,32,2
3496,10,27,2
3497,9,19,4
3498,17,25,2
3499,14,30,2
3500,22,15,2
3501,5,6,5
3502,26,19,2
3503,15,18,2
3504,2,27,4
3505,6,35,2
3506,16,13,3
3507,4,18,4
3508,17,28,1
3509,6,13,4
3510,15,23,3
3511,7,2,5
3512,14,21,3
3513,22,30,0
3514,28,19,1
3515,9,28,2
3516,22,3,3
3517,29,14,1
3518,13,9,4
3519,6,35,1
3520,6,29,2
3521,13,21,3
3522,2,21,4
3523,20,3,3
3524,2,0,6
3525,22,0,3
3526,0,26,5
3527,13,3,4
3528,14,24,2
3529,1,3,6
3530,16,12,3
3531,14,1,4
3532,21,18,2
3533,18,9,3
3534,9,33,2
3535,12,17,4
3536,5,18,5
3537,27,7,2
3538,5,23,4
3539,7,24,3
3540,1,23,5
3541,21,2,3
3542,12,17,3
3543,7,22,4
3544,25,6,3
3545,15,5,4
3546,4,32,3
3547,26,9,2
3548,16,20,2
3549,26,22,1
3550,14,20,3
3551,1,30,4
3552,19,32,0
3553,27,22,0
3554,0,6,6
3555,5,16,4
3556,6,23,4
3557,1,40,2
3558,5,24,4
3559,13,31,2
3560,9,20,4
3561,23,26,1
3562,16,22,3
3563,24,29,0
3564,4,27,4
3565,5,15,4
3566,16,21,2
3567,2,1,6
3568,6,4,5
3569,8,10,4
3570,23,23,2
3571,3,28,4
3572,8,0,5
3573,11,6,4
3574,14,8,4
3575,3,9,5
3576,8,1,5
3577,29,26,0
3578,12,23,3
3579,4,8,5
3580,4,9,5
3581,15,36,0
3582,17,20,2
3583,7,32,1
3584,2,22,4
3585,3,10,5
3586,10,37,0
3587,2,34,3
3588,17,11,3
3589,27,27,0
3590,20,6,3
3591,3,20,4
3592,9,28,3
3593,18,19,2
3594,6,5,5
3595,26,27,0
3596,24,21,1
3597,0,18,5
3598,28,3,2
3599,3,35,3
3600,18,25,2
3601,8,29,3
3602,13,24,3
3603,7,12,4
3604,16,29,2
3605,5,36,2
3606,1,4,6
3607,2,12,5
3608,3,32,3
3609,7,9,5
3610,21,31,0
3611,17,30,1
3612,23,22,1
3613,8,34,2
3614,5,19,5
3615,2,28,4
3616,30,21,0
3617,19,27,1
3618,19,18,2
3619,14,25,2
3620,22,14,2
3621,15,22,2
3622,15,0,4
3623,1,31,4
3624,13,16,3
3625,5,7,5
3626,2,13,5
3627,8,41,0
3628,10,19,3
3629,20,18,2
3630,27,26,0
3631,18,10,3
3632,12,32,2
3633,0,34,1
3634,13,25,3
3635,9,21,3
3636,26,28,0
3637,16,18,3
3638,0,7,6
3639,0,41,2
3640,18,24,2
3641,2,23,4
3642,0,32,4
3643,6,14,4
3644,23,13,2
3645,13,36,1
3646,3,27,4
3647,7,30,3
3648,1,36,3
3649,25,18,1
3650,13,36,0
3651,28,23,1
3652,15,1,4
3653,24,12,2
3654,18,33,0
3655,12,5,4
3656,6,17,5
3657,8,11,4
3658,3,11,5
3659,26,17,2
3660,12,18,3
3661,27,8,2
3662,24,19,2
3663,28,20,1
3664,24,14,2
3665,22,25,1
3666,22,2,3
3667,0,35,1
3668,0,42,1
3669,22,16,2
3670,3,12,5
3671,2,2,6
3672,5,17,4
3673,15,30,2
3674,22,24,1
3675,14,18,3
3676,11,27,2
3677,15,15,3
3678,23,30,0
3679,23,25,2
3680,3,20,5
3681,4,19,4
3682,1,5,6
3683,6,31,3
3684,12,32,1
3685,18,28,1
3686,23,1,3
3687,22,14,3
3688,15,9,4
3689,16,23,3
3690,4,21,5
3691,26,20,2
3692,27,18,1
3693,19,9,3
3694,7,13,4
3695,16,15,3
3696,9,38,0
3697,14,9,4
3698,7,35,2
3699,22,12,3
3700,10,12,4
3701,15,17,3
3702,23,0,3
3703,15,31,1
3704,7,14,4
3705,10,28,2
3706,15,35,0
3707,6,24,4
3708,0,37,3
3709,0,19,5
3710,25,11,2
3711,0,43,1
3712,23,4,3
3713,13,17,3
3714,6,6,5
3715,10,33,1
3716,4,43,0
3717,20,32,0
3718,7,35,1
3719,0,27,5
3720,25,29,0
3721,6,15,4
3722,27,28,1
3723,7,23,4
3724,7,3,5
3725,17,32,1
3726,8,40,0
3727,12,27,3
3728,17,29,1
3729,13,7,4
3730,0,8,6
3731,8,24,3
3732,6,18,5
3733,0,41,1
3734,30,18,0
3735,14,31,2
3736,0,36,1
3737,3,0,6
3738,13,4,4
3739,10,20,4
3740,18,20,2
3741,9,10,4
3742,13,17,4
3743,1,24,5
3744,2,3,6
3745,15,8,4
3746,5,32,3
3747,2,23,5
3748,24,11,3
3749,10,33,2
3750,16,36,0
3751,9,0,5
3752,7,25,4
3753,2,14,5
3754,1,16,5
3755,18,32,1
3756,7,4,5
3757,25,21,1
3758,0,45,0
3759,18,21,3
3760,1,15,5
3761,3,23,5
3762,5,27,4
3763,3,40,2
3764,15,10,4
3765,21,4,3
3766,2,40,2
3767,8,2,5
3768,28,4,2
3769,10,27,3
3770,26,11,2
3771,14,16,3
3772,1,6,6
3773,28,25,1
3774,11,37,0
3775,21,14,3
3776,29,16,1
3777,16,19,3
3778,22,31,0
3779,11,17,4
3780,3,1,6
3781,20,14,2
3782,24,22,1
3783,17,22,3
3784,2,36,3
3785,27,20,2
3786,14,3,4
3787,17,29,2
3788,21,17,2
3789,8,22,4
3790,4,11,5
3791,11,17,3
3792,8,12,4
3793,14,24,3
3794,27,19,1
3795,9,14,4
3796,20,27,1
3797,5,8,5
3798,30,19,0
3799,6,36,3
3800,27,9,2
3801,9,29,3
3802,15,2,4
3803,29,27,0
3804,23,30,1
3805,8,20,3
3806,7,5,5
3807,10,18,4
3808,23,14,2
3809,13,6,4
3810,23,6,3
3811,15,25,2
3812,26,18,2
3813,9,34,2
3814,4,27,3
3815,8,9,5
3816,16,0,4
3817,15,28,2
3818,7,38,2
3819,6,19,5
3820,1,41,0
3821,7,40,0
3822,25,19,2
3823,30,22,0
3824,6,7,5
3825,15,25,3
3826,2,4,6
3827,29,18,1
3828,6,36,2
3829,13,32,2
3830,26,25,1
3831,3,44,0
3832,12,36,1
3833,4,28,4
3834,19,33,0
3835,2,35,3
3836,0,9,6
3837,8,16,5
3838,13,5,4
3839,14,36,1
3840,27,12,2
3841,18,11,3
3842,2,29,4
3843,27,28,0
3844,14,36,0
3845,23,25,1
3846,10,22,4
3847,9,1,5
3848,6,16,4
3849,27,33,0
3850,20,19,3
3851,0,37,1
3852,13,18,3
3853,21,18,3
3854,24,30,0
3855,5,21,5
3856,15,16,3
3857,8,30,3
3858,24,25,2
3859,4,10,5
3860,24,0,3
3861,16,2,4
3862,2,41,2
3863,19,20,3
3864,6,25,4
3865,24,1,3
3866,22,17,2
3867,2,34,4
3868,5,26,4
3869,6,41,0
3870,19,28,1
3871,11,20,3
3872,3,21,4
3873,1,32,4
3874,15,30,1
3875,16,30,2
3876,20,5,3
3877,13,27,3
3878,16,25,3
3879,5,39,2
3880,9,22,4
3881,12,21,3
3882,2,16,6
3883,17,23,3
3884,25,24,2
3885,0,33,4
3886,8,3,5
3887,7,24,4
3888,15,11,4
3889,2,35,1
3890,24,18,2
3891,26,29,0
3892,3,14,5
3893,20,7,3
3894,16,9,4
3895,3,36,3
3896,7,31,3
3897,4,20,5
3898,3,2,6
3899,29,19,1
3900,17,21,3
3901,24,2,3
3902,16,35,0
3903,23,16,2
3904,19,14,2
3905,10,38,0
3906,11,12,4
3907,21,32,0
3908,14,17,3
3909,8,35,2
3910,11,22,4
3911,2,5,6
3912,11,28,2
3913,17,21,2
3914,14,10,4
3915,16,21,3
3916,1,17,5
3917,7,6,5
3918,16,27,2
3919,6,43,0
3920,0,28,5
3921,14,7,4
3922,12,37,0
3923,28,6,2
3924,23,2,3
3925,14,4,4
3926,9,15,4
3927,8,35,1
3928,20,19,2
3929,1,25,5
3930,15,31,2
3931,16,1,4
3932,18,21,2
3933,19,20,2
3934,22,29,1
3935,5,18,4
3936,11,20,4
3937,9,24,3
3938,18,31,1
3939,26,22,2
3940,27,10,2
3941,8,4,5
3942,20,20,3
3943,17,14,3
3944,26,23,1
3945,1,37,3
3946,9,11,4
3947,7,15,4
3948,14,25,3
3949,28,5,2
3950,11,33,2
3951,23,31,0
3952,12,36,0
3953,8,23,4
3954,0,10,6
3955,26,29,1
3956,2,15,5
3957,1,7,6
3958,0,42,2
3959,2,32,4
3960,6,32,3
3961,16,6,4
3962,23,35,0
3963,18,34,0
3964,8,25,4
3965,10,0,5
3966,24,13,2
3967,26,5,3
3968,25,22,1
3969,2,17,6
3970,19,7,4
3971,4,0,6
3972,19,28,2
3973,5,9,5
3974,24,30,1
3975,8,42,0
3976,3,3,6
3977,27,26,1
3978,15,33,1
3979,0,20,5
3980,18,29,2
3981,11,28,3
3982,6,27,4
3983,15,3,4
3984,25,16,2
3985,9,12,4
3986,16,12,4
3987,4,39,2
3988,10,21,4
3989,3,13,5
3990,20,32,1
3991,13,16,4
3992,8,13,4
3993,12,20,3
3994,25,20,2
3995,6,17,4
3996,2,45,0
3997,17,15,3
3998,15,19,3
3999,26,2,3
4000,17,13,3
4001,10,24,4
4002,16,25,2
4003,0,38,1
4004,25,3,3
4005,24,21,2
4006,8,5,5
4007,10,29,3
4008,4,1,6
4009,25,20,1
4010,2,6,6
4011,8,14,4
4012,18,18,3
4013,15,12,4
4014,16,10,4
4015,10,34,2
4016,16,5,4
4017,3,15,6
4018,3,15,5
4019,9,9,5
4020,20,33,0
4021,8,17,4
4022,10,19,4
4023,0,38,3
4024,9,21,4
4025,26,23,2
4026,25,30,0
4027,14,32,2
4028,5,33,3
4029,14,5,4
4030,18,28,2
4031,4,28,5
4032,0,44,1
4033,21,19,3
4034,8,38,2
4035,17,0,4
4036,1,18,5
4037,10,10,4
4038,29,20,1
4039,15,36,1
4040,0,39,1
4041,24,25,1
4042,15,14,4
4043,9,2,5
4044,25,25,2
4045,9,39,0
4046,15,26,2
4047,7,36,2
4048,9,16,5
4049,0,22,5
4050,14,18,4
4051,18,12,3
4052,1,19,5
4053,5,38,2
4054,14,14,4
4055,20,28,1
4056,5,28,4
4057,11,13,4
4058,17,1,4
4059,3,4,6
4060,19,22,3
4061,17,30,2
4062,25,0,3
4063,29,15,1
4064,18,14,3
4065,4,44,0
4066,28,32,0
4067,28,22,1
4068,23,15,2
4069,22,4,3
4070,6,8,5
4071,9,30,3
4072,27,27,1
4073,24,3,3
4074,16,30,1
4075,5,10,5
4076,18,23,3
4077,19,21,3
4078,27,20,1
4079,8,17,5
4080,4,21,4
4081,11,28,4
4082,2,16,5
4083,0,11,6
4084,3,21,5
4085,7,17,4
4086,26,13,2
4087,16,11,4
4088,22,32,0
4089,17,9,4
4090,6,26,4
4091,1,41,2
4092,21,19,2
4093,4,34,4
4094,3,29,4
4095,7,41,0
4096,27,29,0
4097,28,7,2
4098,4,12,5
4099,17,35,0
4100,3,24,4
4101,6,37,2
4102,27,13,2
4103,15,24,3
4104,7,28,3
4105,2,30,4
4106,19,32,1
4107,21,6,3
4108,3,16,6
4109,20,16,3
4110,4,35,1
4111,21,27,2
4112,27,22,2
4113,7,18,5
4114,11,38,0
4115,27,11,2
4116,8,31,3
4117,7,8,5
4118,24,24,2
4119,21,7,3
4120,9,3,5
4121,5,11,5
4122,18,27,2
4123,6,39,2
4124,1,22,5
4125,10,1,5
4126,20,13,3
4127,12,22,4
4128,15,4,4
4129,2,10,6
4130,12,33,2
4131,4,33,3
4132,26,4,3
4133,0,21,5
4134,20,20,2
4135,4,36,3
4136,22,6,3
4137,8,15,4
4138,15,7,4
4139,7,7,5
4140,0,46,0
4141,16,16,3
4142,16,31,2
4143,26,24,2
4144,24,31,0
4145,0,20,6
4146,22,32,1
4147,14,37,2
4148,20,21,3
4149,15,17,4
4150,13,33,2
4151,9,35,2
4152,25,1,3
4153,0,40,1
4154,0,29,5
4155,16,13,4
4156,4,2,6
4157,24,17,2
4158,2,43,1
4159,3,5,6
4160,29,17,1
4161,7,20,4
4162,8,19,4
4163,4,20,4
4164,26,24,1
4165,9,23,4
4166,12,28,3
4167,24,13,3
4168,30,23,0
4169,1,8,6
4170,19,34,0
4171,1,26,5
4172,22,27,1
4173,20,28,2
4174,17,6,4
4175,20,7,4
4176,19,29,2
4177,7,43,0
4178,0,34,4
4179,3,41,1
4180,2,25,5
4181,15,22,3
4182,17,2,4
4183,8,35,3
4184,18,20,3
4185,8,18,5
4186,22,26,2
4187,3,43,0
4188,21,15,3
4189,13,34,1
4190,17,3,4
4191,21,32,1
4192,3,37,3
4193,3,22,5
4194,12,12,4
4195,14,37,0
4196,20,18,3
4197,27,29,1
4198,10,25,4
4199,17,12,4
4200,18,13,3
4201,11,19,3
4202,4,36,1
4203,7,32,3
4204,2,18,6
4205,1,9,6
4206,22,5,3
4207,2,37,3
4208,26,16,2
4209,19,18,3
4210,16,3,4
4211,14,16,4
4212,8,18,4
4213,8,26,4
4214,0,45,1
4215,2,42,2
4216,25,21,2
4217,22,8,3
4218,26,27,1
4219,8,23,5
4220,29,28,0
4221,6,27,5
4222,17,15,4
4223,0,46,1
4224,11,14,4
4225,4,3,6
4226,4,24,5
4227,21,33,0
4228,14,27,3
4229,11,29,3
4230,26,30,0
4231,11,24,4
4232,1,20,5
4233,18,1,4
4234,9,4,5
4235,20,31,1
4236,6,42,0
4237,1,10,6
4238,4,22,4
4239,25,14,2
4240,1,33,4
4241,9,5,5
4242,11,34,2
4243,18,7,4
4244,3,45,0
4245,18,22,3
4246,10,29,4
4247,4,29,4
4248,11,0,5
4249,18,25,3
4250,10,9,5
4251,0,21,6
4252,20,8,3
4253,10,2,5
4254,21,20,3
4255,8,15,5
4256,27,14,2
4257,13,18,4
4258,16,14,4
4259,27,34,0
4260,10,11,4
4261,26,1,3
4262,18,0,4
4263,2,17,5
4264,5,0,6
4265,15,32,2
4266,4,15,6
4267,21,28,1
4268,11,1,5
4269,21,21,3
4270,5,19,4
4271,24,15,2
4272,7,27,3
4273,6,40,1
4274,18,30,2
4275,5,1,6
4276,6,33,3
4277,25,29,1
4278,23,26,2
4279,10,39,0
4280,16,36,1
4281,25,15,2
4282,18,30,1
4283,8,19,5
4284,5,20,5
4285,26,3,3
4286,23,32,0
4287,8,25,5
4288,7,27,4
4289,8,21,4
4290,10,40,2
4291,12,23,4
4292,13,19,4
4293,6,28,4
4294,5,29,4
4295,10,30,3
4296,12,13,4
4297,16,17,3
4298,2,24,6
4299,21,36,0
4300,22,31,1
4301,9,13,4
4302,12,28,4
4303,17,18,3
4304,4,4,6
4305,23,15,3
4306,9,17,5
4307,11,21,4
4308,18,35,0
4309,6,44,0
4310,26,34,0
4311,0,39,3
4312,18,33,1
4313,0,12,6
4314,3,16,5
4315,2,44,0
4316,4,35,3
4317,21,28,2
4318,4,37,1
4319,11,8,5
4320,16,24,3
4321,5,23,5
4322,22,27,2
4323,20,21,2
4324,2,19,5
4325,24,29,1
4326,0,0,7
4327,10,21,5
4328,11,39,2
4329,25,26,1
4330,25,2,3
4331,8,16,4
4332,26,35,0
4333,24,17,3
4334,7,26,4
4335,4,13,5
4336,0,13,6
4337,22,19,2
4338,15,26,3
4339,5,28,5
4340,16,4,4
4341,9,24,4
4342,23,16,3
4343,12,38,0
4344,17,16,3
4345,10,8,5
4346,13,26,3
4347,5,34,4
4348,29,29,0
4349,10,3,5
4350,27,24,2
4351,4,40,2
4352,13,22,4
4353,3,17,6
4354,27,21,1
4355,17,31,2
4356,22,25,2
4357,11,10,4
4358,8,20,4
4359,26,0,3
4360,5,41,0
4361,11,15,4
4362,9,42,0
4363,27,23,2
4364,5,43,0
4365,26,21,1
4366,5,35,1
4367,24,14,3
4368,8,6,5
4369,3,30,4
4370,14,26,4
4371,6,20,5
4372,4,38,1
4373,15,37,2
4374,26,30,1
4375,9,11,5
4376,0,1,7
4377,3,25,5
4378,17,13,4
4379,0,22,6
4380,9,37,2
4381,23,27,1
4382,19,38,0
4383,19,24,2
4384,13,19,3
4385,2,22,5
4386,20,34,0
4387,12,39,2
4388,25,31,0
4389,1,38,3
4390,18,2,4
4391,10,35,2
4392,20,29,2
4393,10,16,4
4394,4,38,3
4395,10,16,5
4396,1,21,5
4397,7,17,5
4398,17,28,2
4399,13,28,3
4400,24,32,0
4401,10,23,4
4402,19,15,3
4403,17,33,1
4404,9,31,3
4405,6,40,2
4406,17,26,2
4407,14,33,2
4408,12,19,3
4409,17,16,4
4410,2,46,0
4411,2,8,6
4412,2,18,5
4413,23,17,3
4414,1,19,6
4415,4,39,1
4416,18,39,0
4417,20,23,3
4418,1,27,5
4419,12,2,5
4420,15,34,1
4421,5,12,5
4422,21,31,1
4423,23,8,3
4424,28,28,1
4425,4,5,6
4426,15,37,0
4427,0,43,2
4428,10,10,5
4429,8,43,0
4430,14,17,4
4431,15,15,4
4432,2,26,5
4433,8,13,5
4434,6,18,4
4435,15,16,4
4436,22,33,0
4437,12,7,5
4438,11,25,4
4439,14,11,4
4440,24,20,3
4441,4,25,5
4442,2,31,4
4443,16,18,4
4444,9,40,0
4445,1,34,4
4446,8,30,4
4447,26,31,0
4448,4,22,5
4449,21,11,4
4450,13,27,4
4451,2,24,5
4452,16,15,4
4453,10,30,4
4454,24,6,3
4455,24,26,2
4456,9,26,4
4457,27,15,2
4458,8,32,3
4459,3,39,3
4460,29,24,1
4461,27,30,0
4462,3,6,6
4463,8,27,3
4464,25,30,1
4465,2,9,6
4466,5,19,6
4467,22,20,3
4468,0,30,5
4469,12,24,4
4470,7,27,5
4471,7,37,2
4472,12,29,3
4473,16,32,2
4474,19,11,3
4475,11,20,5
4476,19,23,3
4477,19,1,4
4478,28,33,0
4479,5,2,6
4480,22,28,1
4481,10,31,3
4482,10,7,5
4483,13,20,4
4484,22,21,3
4485,10,28,3
4486,24,7,3
4487,11,11,4
4488,0,35,4
4489,19,2,4
4490,27,30,1
4491,5,3,6
4492,17,14,4
4493,5,24,5
4494,0,14,6
4495,12,34,2
4496,19,30,2
4497,11,9,5
4498,11,29,4
4499,7,42,0
4500,26,28,1
4501,8,27,4
4502,29,23,1
4503,28,12,2
4504,11,2,5
4505,17,36,0
4506,12,0,5
4507,19,30,1
4508,24,4,3
4509,17,25,3
4510,4,14,5
4511,3,7,6
4512,21,13,3
4513,17,36,1
4514,12,1,5
4515,23,17,2
4516,0,2,7
4517,19,39,0
4518,19,17,3
4519,19,0,4
4520,11,16,4
4521,25,24,1
4522,4,45,0
4523,20,9,3
4524,3,17,5
4525,8,7,5
4526,14,8,5
4527,24,15,3
4528,17,26,3
4529,1,21,6
4530,23,31,1
4531,27,7,3
4532,11,39,0
4533,7,40,1
4534,6,0,6
4535,25,36,0
4536,10,4,5
4537,7,33,3
4538,13,23,4
4539,11,33,3
4540,13,13,4
4541,22,16,3
4542,17,17,3
4543,10,36,3
4544,21,29,1
4545,6,28,5
4546,4,16,6
4547,19,16,3
4548,19,35,0
4549,29,21,1
4550,19,33,1
4551,10,13,4
4552,9,36,2
4553,2,42,1
4554,13,6,5
4555,3,42,2
4556,11,30,3
4557,8,20,5
4558,25,11,3
4559,28,10,2
4560,18,23,2
4561,17,24,3
4562,22,3,4
4563,12,21,4
4564,22,20,2
4565,9,17,4
4566,13,34,2
4567,7,28,4
4568,21,16,3
4569,24,16,3
4570,6,29,4
4571,27,25,2
4572,21,8,3
4573,12,8,5
4574,7,31,4
4575,1,42,2
4576,28,29,1
4577,8,26,5
4578,5,20,6
4579,6,21,5
4580,13,40,0
4581,11,21,5
4582,25,15,3
4583,2,20,5
4584,19,25,3
4585,12,10,4
4586,25,10,3
4587,28,8,2
4588,6,1,6
4589,25,14,3
4590,9,35,3
4591,20,27,2
4592,24,27,1
4593,25,4,3
4594,18,31,2
4595,14,26,3
4596,6,26,5
4597,18,16,3
4598,17,7,4
4599,3,38,3
4600,13,38,0
4601,29,30,0
4602,23,7,3
4603,0,47,1
4604,7,18,4
4605,5,37,1
4606,7,19,5
4607,11,12,5
4608,12,15,4
4609,12,20,4
4610,29,22,1
4611,0,3,7
4612,30,25,0
4613,9,6,5
4614,6,10,5
4615,20,24,2
4616,11,33,1
4617,7,44,0
4618,14,22,4
4619,21,34,0
4620,3,8,6
4621,1,11,6
4622,24,16,2
4623,15,26,4
4624,10,5,5
4625,23,9,3
4626,4,24,4
4627,22,7,4
4628,1,12,6
4629,10,26,4
4630,14,38,0
4631,22,4,4
4632,21,29,2
4633,14,28,2
4634,8,37,2
4635,4,16,5
4636,1,0,7
4637,14,12,4
4638,17,4,4
4639,23,32,1
4640,6,34,4
4641,3,35,1
4642,9,40,1
4643,15,33,2
4644,10,11,5
4645,12,29,4
4646,5,40,2
4647,16,7,4
4648,11,3,5
4649,0,23,6
4650,4,15,5
4651,3,18,6
4652,5,30,4
4653,22,22,3
4654,7,15,5
4655,18,24,3
4656,26,31,1
4657,24,5,3
4658,9,12,5
4659,13,39,2
4660,4,30,4
4661,17,18,4
4662,15,27,3
4663,21,9,4
4664,26,14,2
4665,21,23,3
4666,18,15,3
4667,19,12,4
4668,3,31,4
4669,25,7,3
4670,3,43,1
4671,22,28,2
4672,14,28,3
4673,4,29,5
4674,12,35,2
4675,22,8,4
4676,27,16,2
4677,24,8,3
4678,7,20,5
4679,11,4,5
4680,11,23,4
4681,1,1,7
4682,10,24,5
4683,23,33,0
4684,16,34,1
4685,8,14,5
4686,1,22,6
4687,16,16,4
4688,14,28,4
4689,24,19,3
4690,7,10,5
4691,5,44,0
4692,12,35,1
4693,8,24,4
4694,6,34,3
4695,29,31,0
4696,16,37,0
4697,1,20,6
4698,0,14,7
4699,2,21,5
4700,19,25,2
4701,13,28,4
4702,12,37,2
4703,20,10,3
4704,17,5,4
4705,6,38,2
4706,11,10,5
4707,3,18,5
4708,9,25,5
4709,19,10,4
4710,13,14,4
4711,27,0,3
4712,12,25,4
4713,12,32,3
4714,23,28,1
4715,0,4,7
4716,28,17,2
4717,20,22,3
4718,11,26,4
4719,3,46,0
4720,9,43,0
4721,2,27,5
4722,4,7,6
4723,12,41,0
4724,28,35,0
4725,4,31,4
4726,18,3,4
4727,22,13,3
4728,18,11,4
4729,3,26,5
4730,25,13,3
4731,0,40,3
4732,6,7,6
4733,13,41,0
4734,20,2,4
4735,6,21,4
4736,26,27,2
4737,12,11,4
4738,25,32,0
4739,9,32,3
4740,18,14,4
4741,5,13,5
4742,5,22,5
4743,7,28,5
4744,20,0,4
4745,13,29,3
4746,23,6,4
4747,6,11,5
4748,10,14,4
4749,10,27,4
4750,26,26,1
4751,16,31,1
4752,4,6,6
4753,1,43,2
4754,13,24,4
4755,28,13,2
4756,8,36,2
4757,20,30,2
4758,20,30,1
4759,18,36,0
4760,0,15,6
4761,5,15,6
4762,8,27,5
