i,tau,E
2633,inf,2.34566
2634,inf,2.34595
2635,inf,2.34679
2636,inf,2.34713
2637,inf,2.34723
2638,inf,2.34748
2639,inf,2.3476
2640,inf,2.34777
2641,inf,2.34813
2642,inf,2.34841
2643,inf,2.34851
2644,inf,2.3487
2645,inf,2.34872
2646,inf,2.34896
2647,inf,2.34948
2648,inf,2.34995
2649,inf,2.35002
2650,inf,2.35014
2651,inf,2.35044
2652,inf,2.3511
2653,inf,2.35121
2654,inf,2.35123
2655,inf,2.35137
2656,inf,2.35162
2657,inf,2.35188
2658,inf,2.35225
2659,inf,2.35259
2660,inf,2.35282
2661,inf,2.35325
2662,inf,2.35371
2663,inf,2.35559
2664,inf,2.35564
2665,inf,2.35569
2666,inf,2.35574
2667,inf,2.35609
2668,inf,2.3567
2669,inf,2.35684
2670,inf,2.35686
2671,inf,2.35766
2672,inf,2.35816
2673,inf,2.35869
2674,inf,2.35872
2675,inf,2.35911
2676,inf,2.35915
2677,inf,2.35931
2678,inf,2.35942
2679,inf,2.35958
2680,inf,2.35964
2681,inf,2.35978
2682,inf,2.35997
2683,inf,2.36002
2684,inf,2.36048
2685,inf,2.36069
2686,inf,2.36114
2687,inf,2.36166
2688,inf,2.36182
2689,inf,2.36271
2690,inf,2.36297
2691,inf,2.36442
2692,inf,2.36503
2693,inf,2.36517
2694,inf,2.36563
2695,inf,2.3662
2696,inf,2.36635
2697,inf,2.36728
2698,inf,2.36766
2699,inf,2.36791
2700,inf,2.36814
2701,inf,2.36847
2702,inf,2.36961
2703,inf,2.37009
2704,inf,2.37029
2705,inf,2.37124
2706,inf,2.37179
2707,inf,2.37228
2708,inf,2.37244
2709,inf,2.37272
2710,inf,2.37286
2711,inf,2.37327
2712,inf,2.37371
2713,inf,2.37394
2714,inf,2.37409
2715,inf,2.37446
2716,inf,2.37462
2717,inf,2.37487
2718,inf,2.37559
2719,inf,2.37609
2720,inf,2.37746
2721,inf,2.3777
2722,inf,2.37775
2723,inf,2.3778
2724,inf,2.378
2725,inf,2.37842
2726,inf,2.37896
2727,inf,2.37923
2728,inf,2.37928
2729,inf,2.37934
2730,inf,2.37942
2731,inf,2.37945
2732,inf,2.37961
2733,inf,2.37987
2734,inf,2.38048
2735,inf,2.38093
2736,inf,2.38184
2737,inf,2.38192
2738,inf,2.38234
2739,inf,2.38348
2740,inf,2.38368
2741,inf,2.3846
2742,inf,2.38472
2743,inf,2.38489
2744,inf,2.38548
2745,inf,2.38593
2746,inf,2.38597
2747,inf,2.38624
2748,inf,2.38635
2749,inf,2.38648
2750,inf,2.38658
2751,inf,2.38673
2752,inf,2.38687
2753,inf,2.38722
2754,inf,2.38753
2755,inf,2.38774
2756,inf,2.38783
2757,inf,2.38828
2758,inf,2.38836
2759,inf,2.38848
2760,inf,2.38863
2761,inf,2.38952
2762,inf,2.39005
2763,inf,2.39035
2764,inf,2.39039
2765,inf,2.3916
2766,inf,2.3916
2767,inf,2.3917
2768,inf,2.39227
2769,inf,2.39235
2770,inf,2.39247
2771,inf,2.3927
2772,inf,2.39402
2773,inf,2.39438
2774,inf,2.39497
2775,inf,2.39524
2776,inf,2.3955
2777,inf,2.39635
2778,inf,2.3969
2779,inf,2.39764
2780,inf,2.39781
2781,inf,2.39799
2782,inf,2.39846
2783,inf,2.39881
2784,inf,2.39882
2785,inf,2.39903
2786,inf,2.39948
2787,inf,2.39949
2788,inf,2.39987
2789,inf,2.40026
2790,inf,2.40059
2791,inf,2.40061
2792,inf,2.40091
2793,inf,2.40134
2794,inf,2.40143
2795,inf,2.40192
2796,inf,2.40205
2797,inf,2.40297
2798,inf,2.40336
2799,inf,2.40391
2800,inf,2.40485
2801,inf,2.40488
2802,inf,2.40517
2803,inf,2.40525
2804,inf,2.40526
2805,inf,2.4055
2806,inf,2.40571
2807,inf,2.40577
2808,inf,2.40639
2809,inf,2.40642
2810,inf,2.40661
2811,inf,2.40699
2812,inf,2.40709
2813,inf,2.40859
2814,inf,2.40868
2815,inf,2.40881
2816,inf,2.40915
2817,inf,2.40916
2818,inf,2.40942
2819,inf,2.40959
2820,inf,2.40962
2821,inf,2.40977
2822,inf,2.40988
2823,inf,2.41016
2824,inf,2.41023
2825,inf,2.41066
2826,inf,2.41102
2827,inf,2.41183
2828,inf,2.41244
2829,inf,2.41259
2830,inf,2.41329
2831,inf,2.41356
2832,inf,2.41388
2833,inf,2.41414
2834,inf,2.41482
2835,inf,2.41488
2836,inf,2.41498
2837,inf,2.41506
2838,inf,2.41543
2839,inf,2.41547
2840,inf,2.41551
2841,inf,2.41559
2842,inf,2.4159
2843,inf,2.41681
2844,inf,2.41692
2845,inf,2.41701
2846,inf,2.41711
2847,inf,2.41718
2848,inf,2.41774
2849,inf,2.41853
2850,inf,2.41862
2851,inf,2.41912
2852,inf,2.41975
2853,inf,2.41993
2854,inf,2.41998
2855,inf,2.42001
2856,inf,2.4206
2857,inf,2.42062
2858,inf,2.4213
2859,inf,2.42154
2860,inf,2.42166
2861,inf,2.42187
2862,inf,2.42266
2863,inf,2.42271
2864,inf,2.42295
2865,inf,2.42331
2866,inf,2.42339
2867,inf,2.42397
2868,inf,2.42426
2869,inf,2.42434
2870,inf,2.42443
2871,inf,2.42474
2872,inf,2.42485
2873,inf,2.42518
2874,inf,2.4255
2875,inf,2.42667
2876,inf,2.42757
2877,inf,2.42821
2878,inf,2.42846
2879,inf,2.4286
2880,inf,2.42869
2881,inf,2.42919
2882,inf,2.42985
2883,inf,2.43042
2884,inf,2.43049
2885,inf,2.43182
2886,inf,2.43191
2887,inf,2.43214
2888,inf,2.43352
2889,inf,2.43361
2890,inf,2.43361
2891,inf,2.43392
2892,inf,2.43394
2893,inf,2.43427
2894,inf,2.43433
2895,inf,2.43513
2896,inf,2.43516
2897,inf,2.43533
2898,inf,2.43562
2899,inf,2.43575
2900,inf,2.43603
2901,inf,2.43652
2902,inf,2.43751
2903,inf,2.43789
2904,inf,2.43798
2905,inf,2.43836
2906,inf,2.4388
2907,inf,2.43912
2908,inf,2.4394
2909,inf,2.43941
2910,inf,2.43942
2911,inf,2.43973
2912,inf,2.43979
2913,inf,2.4403
2914,inf,2.44043
2915,inf,2.44045
2916,inf,2.44065
2917,inf,2.44081
2918,inf,2.44081
2919,inf,2.44086
2920,inf,2.44154
2921,inf,2.44191
2922,inf,2.44209
2923,inf,2.4424
2924,inf,2.44254
2925,inf,2.4436
2926,inf,2.44379
2927,inf,2.44389
2928,inf,2.44396
2929,inf,2.44396
2930,inf,2.44452
2931,inf,2.44551
2932,inf,2.44573
2933,inf,2.44601
2934,inf,2.44693
2935,inf,2.44736
2936,inf,2.44768
2937,inf,2.44786
2938,inf,2.44832
2939,inf,2.44855
2940,inf,2.44913
2941,inf,2.44931
2942,inf,2.44956
2943,inf,2.44957
2944,inf,2.44958
2945,inf,2.44993
2946,inf,2.45028
2947,inf,2.45096
2948,inf,2.45139
2949,inf,2.4515
2950,inf,2.45218
2951,inf,2.45234
2952,inf,2.45239
2953,inf,2.45242
2954,inf,2.45337
2955,inf,2.45382
2956,inf,2.454
2957,inf,2.45433
2958,inf,2.45472
2959,inf,2.4549
2960,inf,2.4562
2961,inf,2.45637
2962,inf,2.45639
2963,inf,2.4564
2964,inf,2.45655
2965,inf,2.45677
2966,inf,2.45686
2967,inf,2.45744
2968,inf,2.45822
2969,inf,2.45853
2970,inf,2.45901
2971,inf,2.45964
2972,inf,2.45969
2973,inf,2.46046
2974,inf,2.46055
2975,inf,2.46061
2976,inf,2.46136
2977,inf,2.46154
2978,inf,2.46161
2979,inf,2.46179
2980,inf,2.46296
2981,inf,2.46331
2982,inf,2.46393
2983,inf,2.46394
2984,inf,2.46401
2985,inf,2.46422
2986,inf,2.46483
2987,inf,2.46512
2988,inf,2.46551
2989,inf,2.46572
2990,inf,2.46583
2991,inf,2.46597
2992,inf,2.4663
2993,inf,2.46632
2994,inf,2.46696
2995,inf,2.46707
2996,inf,2.46797
2997,inf,2.46846
2998,inf,2.46873
2999,inf,2.46877
3000,inf,2.4696
3001,inf,2.47038
3002,inf,2.47065
3003,inf,2.4707
3004,inf,2.47092
3005,inf,2.47097
3006,inf,2.47113
3007,inf,2.47118
3008,inf,2.47123
3009,inf,2.47125
3010,inf,2.47139
3011,inf,2.47151
3012,inf,2.47177
3013,inf,2.47193
3014,inf,2.47231
3015,inf,2.47276
3016,inf,2.47291
3017,inf,2.47296
3018,inf,2.47343
3019,inf,2.47382
3020,inf,2.47396
3021,inf,2.47428
3022,inf,2.47475
3023,inf,2.47478
3024,inf,2.4753
3025,inf,2.47538
3026,inf,2.47584
3027,inf,2.47667
3028,inf,2.47669
3029,inf,2.47752
3030,inf,2.47764
3031,inf,2.47776
3032,inf,2.47897
3033,inf,2.47897
3034,inf,2.47922
3035,inf,2.48081
3036,inf,2.48135
3037,inf,2.48151
3038,inf,2.48154
3039,inf,2.4816
3040,inf,2.4819
3041,inf,2.48356
3042,inf,2.48407
3043,inf,2.48413
3044,inf,2.48422
3045,inf,2.4845
3046,inf,2.48497
3047,inf,2.48505
3048,inf,2.48546
3049,inf,2.48619
3050,inf,2.48643
3051,inf,2.4866
3052,inf,2.48676
3053,inf,2.48729
3054,inf,2.48734
3055,inf,2.48734
3056,inf,2.48736
3057,inf,2.48741
3058,inf,2.48788
3059,inf,2.48795
3060,inf,2.488
3061,inf,2.48835
3062,inf,2.48836
3063,inf,2.48863
3064,inf,2.48966
3065,inf,2.48973
3066,inf,2.49088
3067,inf,2.49101
3068,inf,2.49135
3069,inf,2.49165
3070,inf,2.49205
3071,inf,2.49238
3072,inf,2.49252
3073,inf,2.49272
3074,inf,2.49279
3075,inf,2.49338
3076,inf,2.4936
3077,inf,2.49399
3078,inf,2.49411
3079,inf,2.49451
3080,inf,2.49499
3081,inf,2.49571
3082,inf,2.49623
3083,inf,2.4963
3084,inf,2.49678
3085,inf,2.49687
3086,inf,2.49719
3087,inf,2.49847
3088,inf,2.49849
3089,inf,2.49869
3090,inf,2.49874
3091,inf,2.4989
3092,inf,2.49913
3093,inf,2.49967
3094,inf,2.5007
3095,inf,2.50122
3096,inf,2.50218
3097,inf,2.5025
3098,inf,2.50256
3099,inf,2.50258
3100,inf,2.50266
3101,inf,2.50273
3102,inf,2.50361
3103,inf,2.50481
3104,inf,2.50527
3105,inf,2.50551
3106,inf,2.50577
3107,inf,2.50664
3108,inf,2.50672
3109,inf,2.50699
3110,inf,2.50711
3111,inf,2.50724
3112,inf,2.50772
3113,inf,2.50792
3114,inf,2.50793
3115,inf,2.50861
3116,inf,2.50894
3117,inf,2.50914
3118,inf,2.50934
3119,inf,2.50939
3120,inf,2.5095
3121,inf,2.50951
3122,inf,2.50988
3123,inf,2.51004
3124,inf,2.5106
3125,inf,2.51128
3126,inf,2.51153
3127,inf,2.51183
3128,inf,2.5124
3129,inf,2.51276
3130,inf,2.51287
3131,inf,2.51306
3132,inf,2.51308
3133,inf,2.51323
3134,inf,2.51331
3135,inf,2.51346
3136,inf,2.51371
3137,inf,2.51433
3138,inf,2.51448
3139,inf,2.51514
3140,inf,2.51536
3141,inf,2.51542
3142,inf,2.5156
3143,inf,2.51579
3144,inf,2.51635
3145,inf,2.51646
3146,inf,2.51663
3147,inf,2.51672
3148,inf,2.51694
3149,inf,2.51707
3150,inf,2.51766
3151,inf,2.51816
3152,inf,2.51835
3153,inf,2.51841
3154,inf,2.51881
3155,inf,2.51986
3156,inf,2.52006
3157,inf,2.52008
3158,inf,2.52018
3159,inf,2.52019
3160,inf,2.52063
3161,inf,2.52122
3162,inf,2.52147
3163,inf,2.52221
3164,inf,2.52251
3165,inf,2.52285
3166,inf,2.52344
3167,inf,2.52402
3168,inf,2.52424
3169,inf,2.52424
3170,inf,2.52434
3171,inf,2.52476
3172,inf,2.5258
3173,inf,2.52627
3174,inf,2.52661
3175,inf,2.52716
3176,inf,2.52727
3177,inf,2.52727
3178,inf,2.52764
3179,inf,2.52835
3180,inf,2.52896
3181,inf,2.52978
3182,inf,2.52981
3183,inf,2.53061
3184,inf,2.53177
3185,inf,2.53222
3186,inf,2.53305
3187,inf,2.53307
3188,inf,2.5332
3189,inf,2.53343
3190,inf,2.5338
3191,inf,2.53423
3192,inf,2.53436
3193,inf,2.53454
3194,inf,2.53456
3195,inf,2.53458
3196,inf,2.53462
3197,inf,2.53576
3198,inf,2.53599
3199,inf,2.53611
3200,inf,2.53635
3201,inf,2.53645
3202,inf,2.53714
3203,inf,2.53738
3204,inf,2.5375
3205,inf,2.53787
3206,inf,2.53831
3207,inf,2.53853
3208,inf,2.53971
3209,inf,2.53986
3210,inf,2.53994
3211,inf,2.54004
3212,inf,2.54023
3213,inf,2.54037
3214,inf,2.54097
3215,inf,2.54135
3216,inf,2.54145
3217,inf,2.5422
3218,inf,2.54221
3219,inf,2.54258
3220,inf,2.54265
3221,inf,2.54278
3222,inf,2.54289
3223,inf,2.54331
3224,inf,2.54428
3225,inf,2.54462
3226,inf,2.54469
3227,inf,2.54477
3228,inf,2.54495
3229,inf,2.5456
3230,inf,2.54575
3231,inf,2.54606
3232,inf,2.54619
3233,inf,2.54632
3234,inf,2.54641
3235,inf,2.54664
3236,inf,2.54752
3237,inf,2.54764
3238,inf,2.54915
3239,inf,2.54922
3240,inf,2.54922
3241,inf,2.54922
3242,inf,2.5494
3243,inf,2.54972
3244,inf,2.54979
3245,inf,2.55018
3246,inf,2.55061
3247,inf,2.55149
3248,inf,2.55156
3249,inf,2.55242
3250,inf,2.55286
3251,inf,2.55299
3252,inf,2.55411
3253,inf,2.55431
3254,inf,2.55437
3255,inf,2.55475
3256,inf,2.55483
3257,inf,2.55547
3258,inf,2.55614
3259,inf,2.55651
3260,inf,2.55769
3261,inf,2.55789
3262,inf,2.55809
3263,inf,2.55846
3264,inf,2.55908
3265,inf,2.5592
3266,inf,2.55937
3267,inf,2.55979
3268,inf,2.55985
3269,inf,2.5602
3270,inf,2.5604
3271,inf,2.56053
3272,inf,2.56078
3273,inf,2.56107
3274,inf,2.56121
3275,inf,2.56203
3276,inf,2.5621
3277,inf,2.56213
3278,inf,2.56247
3279,inf,2.5625
3280,inf,2.56359
3281,inf,2.56381
3282,inf,2.5641
3283,inf,2.56427
3284,inf,2.56454
3285,inf,2.56577
3286,inf,2.56681
3287,inf,2.56711
3288,inf,2.56712
3289,inf,2.56716
3290,inf,2.56808
3291,inf,2.5682
3292,inf,2.56854
3293,inf,2.56891
3294,inf,2.569
3295,inf,2.5694
3296,inf,2.5696
3297,inf,2.56973
3298,inf,2.56997
3299,inf,2.57004
3300,inf,2.57086
3301,inf,2.571
3302,inf,2.57144
3303,inf,2.57154
3304,inf,2.57166
3305,inf,2.57216
3306,inf,2.57349
3307,inf,2.57354
3308,inf,2.5737
3309,inf,2.57393
3310,inf,2.57419
3311,inf,2.57434
3312,inf,2.57452
3313,inf,2.57512
3314,inf,2.57597
3315,inf,2.57602
3316,inf,2.57653
3317,inf,2.57668
3318,inf,2.57682
3319,inf,2.5769
3320,inf,2.57691
3321,inf,2.57886
3322,inf,2.57903
3323,inf,2.57916
3324,inf,2.57939
3325,inf,2.57944
3326,inf,2.5798
3327,inf,2.5798
3328,inf,2.58026
3329,inf,2.58079
3330,inf,2.58119
3331,inf,2.5814
3332,inf,2.58165
3333,inf,2.58167
3334,inf,2.58194
3335,inf,2.58211
3336,inf,2.5829
3337,inf,2.58306
3338,inf,2.58309
3339,inf,2.58316
3340,inf,2.58348
3341,inf,2.58443
3342,inf,2.58501
3343,inf,2.58531
3344,inf,2.58552
3345,inf,2.58557
3346,inf,2.58605
3347,inf,2.58616
3348,inf,2.58707
3349,inf,2.58804
3350,inf,2.58891
3351,inf,2.5893
3352,inf,2.58951
3353,inf,2.58954
3354,inf,2.58961
3355,inf,2.58992
3356,inf,2.58996
3357,inf,2.59064
3358,inf,2.59064
3359,inf,2.59067
3360,inf,2.59073
3361,inf,2.59206
3362,inf,2.59206
3363,inf,2.59221
3364,inf,2.59237
3365,inf,2.59281
3366,inf,2.59281
3367,inf,2.59303
3368,inf,2.59344
3369,inf,2.59349
3370,inf,2.59361
3371,inf,2.59367
3372,inf,2.59408
3373,inf,2.59418
3374,inf,2.59427
3375,inf,2.59431
3376,inf,2.59488
3377,inf,2.59527
3378,inf,2.59573
3379,inf,2.5969
3380,inf,2.59724
3381,inf,2.59769
3382,inf,2.59839
3383,inf,2.59847
3384,inf,2.59886
3385,inf,2.59889
3386,inf,2.59903
3387,inf,2.59915
3388,inf,2.59983
3389,inf,2.60027
3390,inf,2.60069
3391,inf,2.60106
3392,inf,2.60171
3393,inf,2.60183
3394,inf,2.60216
3395,inf,2.6024
3396,inf,2.60243
3397,inf,2.60245
3398,inf,2.60262
3399,inf,2.60337
3400,inf,2.60351
3401,inf,2.60394
3402,inf,2.60409
3403,inf,2.60416
3404,inf,2.60425
3405,inf,2.60444
3406,inf,2.60459
3407,inf,2.60466
3408,inf,2.60502
3409,inf,2.60508
3410,inf,2.60528
3411,inf,2.60561
3412,inf,2.60583
3413,inf,2.60653
3414,inf,2.60671
3415,inf,2.60687
3416,inf,2.60698
3417,inf,2.60806
3418,inf,2.6082
3419,inf,2.6084
3420,inf,2.60847
3421,inf,2.60854
3422,inf,2.60877
3423,inf,2.60894
3424,inf,2.6098
3425,inf,2.60986
3426,inf,2.6102
3427,inf,2.61075
3428,inf,2.61093
3429,inf,2.6116
3430,inf,2.61206
3431,inf,2.61214
3432,inf,2.61241
3433,inf,2.61261
3434,inf,2.61269
3435,inf,2.61303
3436,inf,2.61328
3437,inf,2.61349
3438,inf,2.61468
3439,inf,2.6148
3440,inf,2.61485
3441,inf,2.61507
3442,inf,2.61508
3443,inf,2.61698
3444,inf,2.61705
3445,inf,2.61713
3446,inf,2.61721
3447,inf,2.6173
3448,inf,2.61732
3449,inf,2.61752
3450,inf,2.61753
3451,inf,2.61809
3452,inf,2.61819
3453,inf,2.61859
3454,inf,2.61922
3455,inf,2.61962
3456,inf,2.61967
3457,inf,2.62023
3458,inf,2.62065
3459,inf,2.62095
3460,inf,2.62164
3461,inf,2.62197
3462,inf,2.62198
3463,inf,2.62215
3464,inf,2.62225
3465,inf,2.62299
3466,inf,2.62299
3467,inf,2.62356
3468,inf,2.6238
3469,inf,2.62421
3470,inf,2.62518
3471,inf,2.62539
3472,inf,2.62595
3473,inf,2.62598
3474,inf,2.62684
3475,inf,2.62744
3476,inf,2.62765
3477,inf,2.62817
3478,inf,2.62828
3479,inf,2.62848
3480,inf,2.62855
3481,inf,2.6286
3482,inf,2.62864
3483,inf,2.62924
3484,inf,2.62946
3485,inf,2.63012
3486,inf,2.63093
3487,inf,2.63096
3488,inf,2.63106
3489,inf,2.63151
3490,inf,2.63182
3491,inf,2.63267
3492,inf,2.63364
3493,inf,2.63374
3494,inf,2.63403
3495,inf,2.63464
3496,inf,2.63515
3497,inf,2.63518
3498,inf,2.63592
3499,inf,2.63593
3500,inf,2.63597
3501,inf,2.63716
3502,inf,2.63748
3503,inf,2.63791
3504,inf,2.63809
3505,inf,2.6389
3506,inf,2.64079
3507,inf,2.64102
3508,inf,2.64153
3509,inf,2.64162
3510,inf,2.6419
3511,inf,2.6421
3512,inf,2.64299
3513,inf,2.64303
3514,inf,2.64322
3515,inf,2.64354
3516,inf,2.64358
3517,inf,2.64376
3518,inf,2.64377
3519,inf,2.64407
3520,inf,2.64423
3521,inf,2.64435
3522,inf,2.64455
3523,inf,2.64514
3524,inf,2.64576
3525,inf,2.64589
3526,inf,2.64628
3527,inf,2.64663
3528,inf,2.64692
3529,inf,2.64703
3530,inf,2.64723
3531,inf,2.64723
3532,inf,2.64731
3533,inf,2.64756
3534,inf,2.64786
3535,inf,2.64825
3536,inf,2.64833
3537,inf,2.64862
3538,inf,2.64876
3539,inf,2.64923
3540,inf,2.64972
3541,inf,2.64974
3542,inf,2.64988
3543,inf,2.64998
3544,inf,2.65019
3545,inf,2.65071
3546,inf,2.65087
3547,inf,2.6509
3548,inf,2.65145
3549,inf,2.65178
3550,inf,2.65234
3551,inf,2.65235
3552,inf,2.65242
3553,inf,2.65262
3554,inf,2.65302
3555,inf,2.65315
3556,inf,2.65325
3557,inf,2.65383
3558,inf,2.65385
3559,inf,2.65417
3560,inf,2.65426
3561,inf,2.65452
3562,inf,2.65454
3563,inf,2.65474
3564,inf,2.65476
3565,inf,2.6551
3566,inf,2.65592
3567,inf,2.65627
3568,inf,2.65636
3569,inf,2.65665
3570,inf,2.6567
3571,inf,2.65684
3572,inf,2.65703
3573,inf,2.65713
3574,inf,2.65718
3575,inf,2.65722
3576,inf,2.6574
3577,inf,2.65744
3578,inf,2.65814
3579,inf,2.65825
3580,inf,2.6584
3581,inf,2.65851
3582,inf,2.65859
3583,inf,2.65901
3584,inf,2.65931
3585,inf,2.6596
3586,inf,2.6618
3587,inf,2.66184
3588,inf,2.66193
3589,inf,2.6625
3590,inf,2.66252
3591,inf,2.66302
3592,inf,2.66334
3593,inf,2.66362
3594,inf,2.66401
3595,inf,2.6642
3596,inf,2.66435
3597,inf,2.66518
3598,inf,2.66571
3599,inf,2.66579
3600,inf,2.66689
3601,inf,2.66699
3602,inf,2.66735
3603,inf,2.66762
3604,inf,2.66827
3605,inf,2.66846
3606,inf,2.6686
3607,inf,2.66878
3608,inf,2.66924
3609,inf,2.6695
3610,inf,2.66968
3611,inf,2.67
3612,inf,2.67049
3613,inf,2.6705
3614,inf,2.67147
3615,inf,2.67151
3616,inf,2.67203
3617,inf,2.67256
3618,inf,2.6726
3619,inf,2.67292
3620,inf,2.6732
3621,inf,2.67334
3622,inf,2.67365
3623,inf,2.67416
3624,inf,2.67464
3625,inf,2.67472
3626,inf,2.67511
3627,inf,2.67583
3628,inf,2.67705
3629,inf,2.6774
3630,inf,2.67768
3631,inf,2.67811
3632,inf,2.67817
3633,inf,2.6782
3634,inf,2.67923
3635,inf,2.67935
3636,inf,2.67942
3637,inf,2.67945
3638,inf,2.6796
3639,inf,2.67965
3640,inf,2.67973
3641,inf,2.67996
3642,inf,2.68055
3643,inf,2.68091
3644,inf,2.68097
3645,inf,2.68169
3646,inf,2.68187
3647,inf,2.68199
3648,inf,2.68214
3649,inf,2.68233
3650,inf,2.68267
3651,inf,2.6832
3652,inf,2.68326
3653,inf,2.68375
3654,inf,2.6838
3655,inf,2.68415
3656,inf,2.6847
3657,inf,2.68512
3658,inf,2.68566
3659,inf,2.68567
3660,inf,2.6858
3661,inf,2.68653
3662,inf,2.68654
3663,inf,2.68703
3664,inf,2.68739
3665,inf,2.68778
3666,inf,2.68794
3667,inf,2.68829
3668,inf,2.68837
3669,inf,2.68854
3670,inf,2.68882
3671,inf,2.68913
3672,inf,2.68939
3673,inf,2.68939
3674,inf,2.68996
3675,inf,2.69042
3676,inf,2.69047
3677,inf,2.69116
3678,inf,2.69132
3679,inf,2.69132
3680,inf,2.69173
3681,inf,2.69214
3682,inf,2.69234
3683,inf,2.69256
3684,inf,2.69265
3685,inf,2.69289
3686,inf,2.69362
3687,inf,2.694
3688,inf,2.6943
3689,inf,2.69462
3690,inf,2.69544
3691,inf,2.69557
3692,inf,2.69601
3693,inf,2.69603
3694,inf,2.69638
3695,inf,2.69651
3696,inf,2.69659
3697,inf,2.69731
3698,inf,2.69751
3699,inf,2.69765
3700,inf,2.69798
3701,inf,2.69813
3702,inf,2.69846
3703,inf,2.69917
3704,inf,2.69966
3705,inf,2.69969
3706,inf,2.69983
3707,inf,2.69987
3708,inf,2.70016
3709,inf,2.70048
3710,inf,2.70088
3711,inf,2.70112
3712,inf,2.70117
3713,inf,2.70178
3714,inf,2.70199
3715,inf,2.70215
3716,inf,2.70232
3717,inf,2.70256
3718,inf,2.70273
3719,inf,2.70345
3720,inf,2.70387
3721,inf,2.70415
3722,inf,2.70428
3723,inf,2.70439
3724,inf,2.7045
3725,inf,2.70497
3726,inf,2.70512
3727,inf,2.70516
3728,inf,2.70548
3729,inf,2.70627
3730,inf,2.70641
3731,inf,2.70662
3732,inf,2.70687
3733,inf,2.70718
3734,inf,2.7076
3735,inf,2.70831
3736,inf,2.70843
3737,inf,2.70893
3738,inf,2.70898
3739,inf,2.70913
3740,inf,2.70994
3741,inf,2.70996
3742,inf,2.71004
3743,inf,2.71007
3744,inf,2.71012
3745,inf,2.71018
3746,inf,2.7102
3747,inf,2.71032
3748,inf,2.71041
3749,inf,2.71062
3750,inf,2.71136
3751,inf,2.71171
3752,inf,2.71173
3753,inf,2.71221
3754,inf,2.71262
3755,inf,2.71295
3756,inf,2.71309
3757,inf,2.71362
3758,inf,2.71373
3759,inf,2.71393
3760,inf,2.71414
3761,inf,2.71442
3762,inf,2.71443
3763,inf,2.71493
3764,inf,2.7153
3765,inf,2.71552
3766,inf,2.71589
3767,inf,2.71614
3768,inf,2.71616
3769,inf,2.71659
3770,inf,2.71666
3771,inf,2.7167
3772,inf,2.71706
3773,inf,2.71729
3774,inf,2.71732
3775,inf,2.7177
3776,inf,2.71774
3777,inf,2.71833
3778,inf,2.71843
3779,inf,2.71862
3780,inf,2.71865
3781,inf,2.71867
3782,inf,2.71874
3783,inf,2.71905
3784,inf,2.71917
3785,inf,2.71941
3786,inf,2.72046
3787,inf,2.72059
3788,inf,2.72085
3789,inf,2.72102
3790,inf,2.72106
3791,inf,2.72107
3792,inf,2.72146
3793,inf,2.72201
3794,inf,2.72231
3795,inf,2.7224
3796,inf,2.72268
3797,inf,2.72306
3798,inf,2.72333
3799,inf,2.72336
3800,inf,2.72364
3801,inf,2.72382
3802,inf,2.72401
3803,inf,2.72404
3804,inf,2.72424
3805,inf,2.72426
3806,inf,2.72437
3807,inf,2.72499
3808,inf,2.725
3809,inf,2.72504
3810,inf,2.72564
3811,inf,2.72655
3812,inf,2.72696
3813,inf,2.72704
3814,inf,2.72717
3815,inf,2.72724
3816,inf,2.72727
3817,inf,2.72773
3818,inf,2.72848
3819,inf,2.73002
3820,inf,2.73027
3821,inf,2.73043
3822,inf,2.7305
3823,inf,2.73061
3824,inf,2.7307
3825,inf,2.73148
3826,inf,2.73178
3827,inf,2.73237
3828,inf,2.73264
3829,inf,2.73276
3830,inf,2.73337
3831,inf,2.73362
3832,inf,2.73435
3833,inf,2.73439
3834,inf,2.73457
3835,inf,2.73475
3836,inf,2.73494
3837,inf,2.73498
3838,inf,2.73571
3839,inf,2.73573
3840,inf,2.73587
3841,inf,2.73588
3842,inf,2.73592
3843,inf,2.73623
3844,inf,2.73696
3845,inf,2.7371
3846,inf,2.7374
3847,inf,2.73771
3848,inf,2.73791
3849,inf,2.73827
3850,inf,2.73839
3851,inf,2.73841
3852,inf,2.73858
3853,inf,2.73865
3854,inf,2.73924
3855,inf,2.73937
3856,inf,2.73953
3857,inf,2.73958
3858,inf,2.74062
3859,inf,2.74072
3860,inf,2.74077
3861,inf,2.74161
3862,inf,2.74178
3863,inf,2.7422
3864,inf,2.74228
3865,inf,2.74247
3866,inf,2.74258
3867,inf,2.74272
3868,inf,2.74312
3869,inf,2.74313
3870,inf,2.74326
3871,inf,2.74414
3872,inf,2.74423
3873,inf,2.74438
3874,inf,2.74472
3875,inf,2.74475
3876,inf,2.74491
3877,inf,2.74509
3878,inf,2.7458
3879,inf,2.74582
3880,inf,2.74645
3881,inf,2.74648
3882,inf,2.7465
3883,inf,2.74666
3884,inf,2.74688
3885,inf,2.74704
3886,inf,2.74742
3887,inf,2.74792
3888,inf,2.74814
3889,inf,2.74846
3890,inf,2.74917
3891,inf,2.74936
3892,inf,2.74947
3893,inf,2.75011
3894,inf,2.75018
3895,inf,2.75066
3896,inf,2.75078
3897,inf,2.75107
3898,inf,2.75157
3899,inf,2.75172
3900,inf,2.75181
3901,inf,2.75202
3902,inf,2.75256
3903,inf,2.75261
3904,inf,2.75265
