i,tau,E
413,12300.356486293218,2.26453
414,8458.031365507293,2.26789
415,1697.3599832048367,2.27166
416,6907.562311969272,2.27906
417,19821.62282803779,2.27955
418,8002.7930083263645,2.27965
419,24693.360151931254,2.28842
420,1008.4095294477296,2.2905
421,1051.5114561492876,2.29052
422,7651.108886574267,2.29302
423,7594.529011914683,2.29335
424,25550.66871266142,2.29388
425,10278.749580947275,2.29449
426,6227.372037655802,2.29472
427,28801.707866623852,2.2952
428,1087.4549106860663,2.29587
429,2455.392604691488,2.29587
430,4072.117271042902,2.30099
431,12006.172781676023,2.30137
432,59550.64234740492,2.3067
433,12380.445555408729,2.31109
434,21816.693164832814,2.31443
435,2016.491630073473,2.31463
436,2809.4942814597503,2.31464
437,2660.345279165354,2.31734
438,1744.7221302216303,2.31734
439,14184.925014482484,2.32573
440,22569.391504967447,2.32574
441,12476.502104152205,2.33403
442,11631.267144481946,2.3357
443,25851.73072986702,2.33577
444,32026.241503926387,2.33839
445,24189.11378247146,2.33839
446,9750.579362967594,2.34212
447,6660.729118351365,2.34228
448,777058.029873175,2.34327
449,439745.70803550346,2.34338
450,283058.09963730024,2.34965
451,6834.883008020187,2.351
452,9663.358569714781,2.35111
453,109889.0914913012,2.35139
454,26927.547431288232,2.35393
455,inf,2.35412
456,10666.870428282211,2.35594
457,10039.523410368221,2.35831
458,14270.021358072825,2.3621
459,5479.055135770635,2.36397
460,11296.539960113538,2.36481
461,50818.00771289222,2.36483
462,3140.4925907632405,2.36705
463,24391.10606489807,2.36763
464,1365.5478605381081,2.37211
465,1067.7779751555954,2.3733
466,1539.0596077521427,2.37345
467,13269.949122575312,2.37551
468,20398.056830842972,2.3796
469,6766.535677755353,2.3805
470,2363.5183935020095,2.38092
471,4823.244430782766,2.38335
472,7542.044180395609,2.3935
473,7274.632640627464,2.39358
474,3234.324655220993,2.39459
475,6113.6007612369,2.3961
476,6235.715614308398,2.39617
477,10455.772233528727,2.3972
478,3978.6421620408814,2.39945
479,4711.320641894313,2.40158
480,4067.1317188419794,2.40349
481,2621.8119468774103,2.40364
482,338.49549889084744,2.40762
483,931.306386129306,2.40805
484,2952.9844948530217,2.41305
485,1620.506426378687,2.41562
486,5010.222630633423,2.41637
487,2970.5737790813496,2.41637
488,8499.72212271859,2.41907
489,1477.663099641549,2.42093
490,75648.8888693658,2.42376
491,149022.5345348218,2.42376
492,7249.251780279181,2.42425
493,2393.5139996604257,2.42541
494,202797.236524426,2.42558
495,2516.6117101003797,2.42558
496,295319.7492059746,2.43018
497,2913.2522646570656,2.43973
498,12041.220795844762,2.43984
499,4667.831322478215,2.44003
500,2876.429964404115,2.44347
501,1035.5257435895835,2.44854
502,67267.91320259793,2.45022
503,214477.38036080956,2.45226
504,78446.8226845534,2.45263
505,2054.653505444422,2.45285
506,57428.05752995228,2.45884
507,inf,2.46434
508,1295857.1447083673,2.46627
509,10107646.434527721,2.4666
510,568872.9374527314,2.46752
511,inf,2.47235
512,inf,2.47323
513,inf,2.47545
514,inf,2.47558
515,inf,2.47658
516,inf,2.47658
